Date,Population_Data,Regression_Data,LSTM_Data,S_Data
1918-06-01,2599.0,,,
1918-07-01,2572.0,,,
1918-08-01,2480.0,,,
1918-09-01,2582.0,,,
1918-10-01,2580.0,,,
1918-11-01,2523.0,,,
1918-12-01,2586.0,,,
1919-01-01,2570.0,,,
1919-02-01,2480.0,,,
1919-03-01,2482.0,,,
1919-04-01,2561.0,,,
1919-05-01,2609.0,,,
1919-06-01,2506.0,,,
1919-07-01,2431.0,,,
1919-08-01,2440.0,,,
1919-09-01,2466.0,,,
1919-10-01,2432.0,,,
1919-11-01,2449.0,,,
1919-12-01,2494.0,,,
1920-01-01,2433.0,,,
1920-02-01,2437.0,,,
1920-03-01,2558.0,,,
1920-04-01,2510.0,,,
1920-05-01,2485.0,,,
1920-06-01,2498.0,,,
1920-07-01,2443.0,,,
1920-08-01,2428.0,,,
1920-09-01,2467.0,,,
1920-10-01,2364.0,,,
1920-11-01,2412.0,,,
1920-12-01,2490.0,,,
1921-01-01,2339.0,,,
1921-02-01,2291.0,,,
1921-03-01,2365.0,,,
1921-04-01,2396.0,,,
1921-05-01,2536.0,,,
1921-06-01,2411.0,,,
1921-07-01,2344.0,,,
1921-08-01,2364.0,,,
1921-09-01,2375.0,,,
1921-10-01,2373.0,,,
1921-11-01,2227.0,,,
1921-12-01,2344.0,,,
1922-01-01,2404.0,,,
1922-02-01,2374.0,,,
1922-03-01,2356.0,,,
1922-04-01,2279.0,,,
1922-05-01,2267.0,,,
1922-06-01,2240.0,,,
1922-07-01,2254.0,,,
1922-08-01,2234.0,,,
1922-09-01,2300.0,,,
1922-10-01,2298.0,,,
1922-11-01,2209.0,,,
1922-12-01,2242.0,,,
1923-01-01,2265.0,,,
1923-02-01,2268.0,,,
1923-03-01,2233.0,,,
1923-04-01,2103.0,,,
1923-05-01,2262.0,,,
1923-06-01,2198.0,,,
1923-07-01,2199.0,,,
1923-08-01,2226.0,,,
1923-09-01,2188.0,,,
1923-10-01,2222.0,,,
1923-11-01,2245.0,,,
1923-12-01,2209.0,,,
1924-01-01,2234.0,,,
1924-02-01,2179.0,,,
1924-03-01,2155.0,,,
1924-04-01,2131.0,,,
1924-05-01,2153.0,,,
1924-06-01,2138.0,,,
1924-07-01,2124.0,,,
1924-08-01,2124.0,,,
1924-09-01,2166.0,,,
1924-10-01,2109.0,,,
1924-11-01,2191.0,,,
1924-12-01,2188.0,,,
1925-01-01,2245.0,,,
1925-02-01,2137.0,,,
1925-03-01,2081.0,,,
1925-04-01,2056.0,,,
1925-05-01,2068.0,,,
1925-06-01,2118.0,,,
1925-07-01,2094.0,,,
1925-08-01,2078.0,,,
1925-09-01,2070.0,,,
1925-10-01,2104.0,,,
1925-11-01,2119.0,,,
1925-12-01,2038.0,,,
1926-01-01,2025.0,,,
1926-02-01,2080.0,,,
1926-03-01,2141.0,,,
1926-04-01,2118.0,,,
1926-05-01,2009.0,,,
1926-06-01,2058.0,,,
1926-07-01,2080.0,,,
1926-08-01,1978.0,,,
1926-09-01,2046.0,,,
1926-10-01,2086.0,,,
1926-11-01,2031.0,,,
1926-12-01,2000.0,,,
1927-01-01,1989.0,,,
1927-02-01,2026.0,,,
1927-03-01,2036.0,,,
1927-04-01,1914.0,,,
1927-05-01,2036.0,,,
1927-06-01,2009.0,,,
1927-07-01,1930.0,,,
1927-08-01,1911.0,,,
1927-09-01,2021.0,,,
1927-10-01,2006.0,,,
1927-11-01,1967.0,,,
1927-12-01,1951.0,,,
1928-01-01,1943.0,,,
1928-02-01,1870.0,,,
1928-03-01,1943.0,,,
1928-04-01,1872.0,,,
1928-05-01,1898.0,,,
1928-06-01,1974.0,,,
1928-07-01,1825.0,,,
1928-08-01,1919.0,,,
1928-09-01,1815.0,,,
1928-10-01,1925.0,,,
1928-11-01,1821.0,,,
1928-12-01,1808.0,,,
1929-01-01,1874.0,,,
1929-02-01,1851.0,,,
1929-03-01,1835.0,,,
1929-04-01,1899.0,,,
1929-05-01,1828.0,,,
1929-06-01,1870.0,,,
1929-07-01,1827.0,,,
1929-08-01,1831.0,,,
1929-09-01,1859.0,,,
1929-10-01,1862.0,,,
1929-11-01,1816.0,,,
1929-12-01,1830.0,,,
1930-01-01,1845.0,,,
1930-02-01,1875.0,,,
1930-03-01,1759.0,,,
1930-04-01,1854.0,,,
1930-05-01,1778.0,,,
1930-06-01,1819.0,,,
1930-07-01,1871.0,,,
1930-08-01,1757.0,,,
1930-09-01,1813.0,,,
1930-10-01,1782.0,,,
1930-11-01,1738.0,,,
1930-12-01,1776.0,,,
1931-01-01,1805.0,,,
1931-02-01,1766.0,,,
1931-03-01,1732.0,,,
1931-04-01,1714.0,,,
1931-05-01,1734.0,,,
1931-06-01,1773.0,,,
1931-07-01,1695.0,,,
1931-08-01,1709.0,,,
1931-09-01,1695.0,,,
1931-10-01,1698.0,,,
1931-11-01,1725.0,,,
1931-12-01,1658.0,,,
1932-01-01,1700.0,,,
1932-02-01,1713.0,,,
1932-03-01,1675.0,,,
1932-04-01,1670.0,,,
1932-05-01,1686.0,,,
1932-06-01,1687.0,,,
1932-07-01,1704.0,,,
1932-08-01,1677.0,,,
1932-09-01,1674.0,,,
1932-10-01,1679.0,,,
1932-11-01,1635.0,,,
1932-12-01,1659.0,,,
1933-01-01,1633.0,,,
1933-02-01,1655.0,,,
1933-03-01,1638.0,,,
1933-04-01,1612.0,,,
1933-05-01,1668.0,,,
1933-06-01,1636.0,,,
1933-07-01,1648.0,,,
1933-08-01,1627.0,,,
1933-09-01,1644.0,,,
1933-10-01,1609.0,,,
1933-11-01,1615.0,,,
1933-12-01,1550.0,,,
1934-01-01,1553.0,,,
1934-02-01,1555.0,,,
1934-03-01,1578.0,,,
1934-04-01,1644.0,,,
1934-05-01,1543.0,,,
1934-06-01,1598.0,,,
1934-07-01,1590.0,,,
1934-08-01,1593.0,,,
1934-09-01,1559.0,,,
1934-10-01,1516.0,,,
1934-11-01,1518.0,,,
1934-12-01,1580.0,,,
1935-01-01,1529.0,,,
1935-02-01,1521.0,,,
1935-03-01,1547.0,,,
1935-04-01,1553.0,,,
1935-05-01,1533.0,,,
1935-06-01,1469.0,,,
1935-07-01,1478.0,,,
1935-08-01,1471.0,,,
1935-09-01,1522.0,,,
1935-10-01,1465.0,,,
1935-11-01,1502.0,,,
1935-12-01,1475.0,,,
1936-01-01,1516.0,,,
1936-02-01,1441.0,,,
1936-03-01,1469.0,,,
1936-04-01,1462.0,,,
1936-05-01,1436.0,,,
1936-06-01,1452.0,,,
1936-07-01,1519.0,,,
1936-08-01,1411.0,,,
1936-09-01,1405.0,,,
1936-10-01,1475.0,,,
1936-11-01,1434.0,,,
1936-12-01,1369.0,,,
1937-01-01,1400.0,,,
1937-02-01,1468.0,,,
1937-03-01,1384.0,,,
1937-04-01,1383.0,,,
1937-05-01,1393.0,,,
1937-06-01,1428.0,,,
1937-07-01,1420.0,,,
1937-08-01,1406.0,,,
1937-09-01,1384.0,,,
1937-10-01,1372.0,,,
1937-11-01,1367.0,,,
1937-12-01,1434.0,,,
1938-01-01,1337.0,,,
1938-02-01,1362.0,,,
1938-03-01,1331.0,,,
1938-04-01,1386.0,,,
1938-05-01,1357.0,,,
1938-06-01,1382.0,,,
1938-07-01,1380.0,,,
1938-08-01,1334.0,,,
1938-09-01,1368.0,,,
1938-10-01,1350.0,,,
1938-11-01,1296.0,,,
1938-12-01,1288.0,,,
1939-01-01,1368.0,,,
1939-02-01,1296.0,,,
1939-03-01,1353.0,,,
1939-04-01,1297.0,,,
1939-05-01,1324.0,,,
1939-06-01,1291.0,,,
1939-07-01,1309.0,,,
1939-08-01,1266.0,,,
1939-09-01,1332.0,,,
1939-10-01,1289.0,,,
1939-11-01,1292.0,,,
1939-12-01,1280.0,,,
1940-01-01,1277.0,,,
1940-02-01,1245.0,,,
1940-03-01,1271.0,,,
1940-04-01,1274.0,,,
1940-05-01,1268.0,,,
1940-06-01,1292.0,,,
1940-07-01,1216.0,,,
1940-08-01,1212.0,,,
1940-09-01,1283.0,,,
1940-10-01,1219.0,,,
1940-11-01,1203.0,,,
1940-12-01,1196.0,,,
1941-01-01,1245.0,,,
1941-02-01,1192.0,,,
1941-03-01,1227.0,,,
1941-04-01,1209.0,,,
1941-05-01,1189.0,,,
1941-06-01,1178.0,,,
1941-07-01,1236.0,,,
1941-08-01,1205.0,,,
1941-09-01,1175.0,,,
1941-10-01,1218.0,,,
1941-11-01,1180.0,,,
1941-12-01,1180.0,,,
1942-01-01,1193.0,,,
1942-02-01,1214.0,,,
1942-03-01,1144.0,,,
1942-04-01,1173.0,,,
1942-05-01,1178.0,,,
1942-06-01,1178.0,,,
1942-07-01,1155.0,,,
1942-08-01,1143.0,,,
1942-09-01,1165.0,,,
1942-10-01,1152.0,,,
1942-11-01,1094.0,,,
1942-12-01,1125.0,,,
1943-01-01,1110.0,,,
1943-02-01,1133.0,,,
1943-03-01,1111.0,,,
1943-04-01,1134.0,,,
1943-05-01,1112.0,,,
1943-06-01,1080.0,,,
1943-07-01,1101.0,,,
1943-08-01,1134.0,,,
1943-09-01,1078.0,,,
1943-10-01,1128.0,,,
1943-11-01,1050.0,,,
1943-12-01,1087.0,,,
1944-01-01,1077.0,,,
1944-02-01,1105.0,,,
1944-03-01,1102.0,,,
1944-04-01,1067.0,,,
1944-05-01,1059.0,,,
1944-06-01,1048.0,,,
1944-07-01,1036.0,,,
1944-08-01,1058.0,,,
1944-09-01,1021.0,,,
1944-10-01,1023.0,,,
1944-11-01,1051.0,,,
1944-12-01,1070.0,,,
1945-01-01,1058.0,,,
1945-02-01,1047.0,,,
1945-03-01,981.0,,,
1945-04-01,1051.0,,,
1945-05-01,1020.0,,,
1945-06-01,1047.0,,,
1945-07-01,997.0,,,
1945-08-01,1001.0,,,
1945-09-01,1017.0,,,
1945-10-01,1009.0,,,
1945-11-01,962.0,,,
1945-12-01,1010.0,,,
1946-01-01,965.0,,,
1946-02-01,989.0,,,
1946-03-01,987.0,,,
1946-04-01,994.0,,,
1946-05-01,962.0,,,
1946-06-01,957.0,,,
1946-07-01,993.0,,,
1946-08-01,959.0,,,
1946-09-01,969.0,,,
1946-10-01,956.0,,,
1946-11-01,972.0,,,
1946-12-01,978.0,,,
1947-01-01,923.0,,,
1947-02-01,935.0,,,
1947-03-01,942.0,,,
1947-04-01,927.0,,,
1947-05-01,926.0,,,
1947-06-01,932.0,,,
1947-07-01,934.0,,,
1947-08-01,947.0,,,
1947-09-01,956.0,,,
1947-10-01,906.0,,,
1947-11-01,902.0,,,
1947-12-01,892.0,,,
1948-01-01,899.0,,,
1948-02-01,913.0,,,
1948-03-01,892.0,,,
1948-04-01,887.0,,,
1948-05-01,867.0,,,
1948-06-01,898.0,,,
1948-07-01,903.0,,,
1948-08-01,871.0,,,
1948-09-01,880.0,,,
1948-10-01,877.0,,,
1948-11-01,853.0,,,
1948-12-01,828.0,,,
1949-01-01,854.0,,,
1949-02-01,829.0,,,
1949-03-01,852.0,,,
1949-04-01,805.0,,,
1949-05-01,841.0,,,
1949-06-01,834.0,,,
1949-07-01,822.0,,,
1949-08-01,831.0,,,
1949-09-01,867.0,,,
1949-10-01,828.0,,,
1949-11-01,842.0,,,
1949-12-01,824.0,,,
1950-01-01,825.0,,,
1950-02-01,834.0,,,
1950-03-01,799.0,,,
1950-04-01,828.0,,,
1950-05-01,809.0,,,
1950-06-01,802.0,,,
1950-07-01,808.0,,,
1950-08-01,791.0,,,
1950-09-01,741.0,,,
1950-10-01,777.0,,,
1950-11-01,784.0,,,
1950-12-01,818.0,,,
1951-01-01,747.0,,,
1951-02-01,790.0,,,
1951-03-01,766.0,,,
1951-04-01,760.0,,,
1951-05-01,761.0,,,
1951-06-01,773.0,,,
1951-07-01,766.0,,,
1951-08-01,775.0,,,
1951-09-01,734.0,,,
1951-10-01,750.0,,,
1951-11-01,734.0,,,
1951-12-01,784.0,,,
1952-01-01,722.0,,,
1952-02-01,760.0,,,
1952-03-01,714.0,,,
1952-04-01,726.0,,,
1952-05-01,727.0,,,
1952-06-01,747.0,,,
1952-07-01,747.0,,,
1952-08-01,699.0,,,
1952-09-01,717.0,,,
1952-10-01,737.0,,,
1952-11-01,711.0,,,
1952-12-01,687.0,,,
1953-01-01,695.0,,,
1953-02-01,693.0,,,
1953-03-01,686.0,,,
1953-04-01,702.0,,,
1953-05-01,702.0,,,
1953-06-01,688.0,,,
1953-07-01,708.0,,,
1953-08-01,717.0,,,
1953-09-01,700.0,,,
1953-10-01,669.0,,,
1953-11-01,672.0,,,
1953-12-01,680.0,,,
1954-01-01,672.0,,,
1954-02-01,667.0,,,
1954-03-01,662.0,,,
1954-04-01,664.0,,,
1954-05-01,638.0,,,
1954-06-01,648.0,,,
1954-07-01,642.0,,,
1954-08-01,633.0,,,
1954-09-01,648.0,,,
1954-10-01,636.0,,,
1954-11-01,642.0,,,
1954-12-01,615.0,,,
1955-01-01,630.0,,,
1955-02-01,646.0,,,
1955-03-01,623.0,,,
1955-04-01,632.0,,,
1955-05-01,640.0,,,
1955-06-01,607.0,,,
1955-07-01,629.0,,,
1955-08-01,610.0,,,
1955-09-01,618.0,,,
1955-10-01,603.0,,,
1955-11-01,622.0,,,
1955-12-01,614.0,,,
1956-01-01,569.0,,,
1956-02-01,579.0,,,
1956-03-01,593.0,,,
1956-04-01,581.0,,,
1956-05-01,610.0,,,
1956-06-01,589.0,,,
1956-07-01,568.0,,,
1956-08-01,569.0,,,
1956-09-01,565.0,,,
1956-10-01,561.0,,,
1956-11-01,574.0,,,
1956-12-01,563.0,,,
1957-01-01,557.0,,,
1957-02-01,570.0,,,
1957-03-01,554.0,,,
1957-04-01,562.0,,,
1957-05-01,535.0,,,
1957-06-01,547.0,,,
1957-07-01,533.0,,,
1957-08-01,554.0,,,
1957-09-01,530.0,,,
1957-10-01,531.0,,,
1957-11-01,524.0,,,
1957-12-01,522.0,,,
1958-01-01,517.0,,,
1958-02-01,513.0,,,
1958-03-01,533.0,,,
1958-04-01,529.0,,,
1958-05-01,513.0,,,
1958-06-01,497.0,,,
1958-07-01,515.0,,,
1958-08-01,523.0,,,
1958-09-01,508.0,,,
1958-10-01,510.0,,,
1958-11-01,490.0,,,
1958-12-01,495.0,,,
1959-01-01,507.0,,,
1959-02-01,491.0,,,
1959-03-01,493.0,,,
1959-04-01,488.0,,,
1959-05-01,485.0,,,
1959-06-01,494.0,,,
1959-07-01,496.0,,,
1959-08-01,486.0,,,
1959-09-01,471.0,,,
1959-10-01,465.0,,,
1959-11-01,475.0,,,
1959-12-01,473.0,,,
1960-01-01,482.0,,,
1960-02-01,462.0,,,
1960-03-01,457.0,,,
1960-04-01,470.0,,,
1960-05-01,453.0,,,
1960-06-01,452.0,,,
1960-07-01,450.0,,,
1960-08-01,439.0,,,
1960-09-01,423.0,,,
1960-10-01,439.0,,,
1960-11-01,432.0,,,
1960-12-01,452.0,,,
1961-01-01,431.0,,,
1961-02-01,417.0,,,
1961-03-01,429.0,,,
1961-04-01,427.0,,,
1961-05-01,418.0,,,
1961-06-01,415.0,,,
1961-07-01,420.0,,,
1961-08-01,423.0,,,
1961-09-01,410.0,,,
1961-10-01,410.0,,,
1961-11-01,407.0,,,
1961-12-01,413.0,,,
1962-01-01,398.0,,,
1962-02-01,395.0,,,
1962-03-01,390.0,,,
1962-04-01,390.0,,,
1962-05-01,390.0,,,
1962-06-01,395.0,,,
1962-07-01,382.0,,,
1962-08-01,397.0,,,
1962-09-01,383.0,,,
1962-10-01,390.0,,,
1962-11-01,379.0,,,
1962-12-01,375.0,,,
1963-01-01,395.0,,,
1963-02-01,377.0,,,
1963-03-01,379.0,,,
1963-04-01,370.0,,,
1963-05-01,373.0,,,
1963-06-01,355.0,,,
1963-07-01,360.0,,,
1963-08-01,367.0,,,
1963-09-01,366.0,,,
1963-10-01,362.0,,,
1963-11-01,347.0,,,
1963-12-01,342.0,,,
1964-01-01,353.0,,,
1964-02-01,345.0,,,
1964-03-01,350.0,,,
1964-04-01,349.0,,,
1964-05-01,351.0,,,
1964-06-01,335.0,,,
1964-07-01,334.0,,,
1964-08-01,331.0,,,
1964-09-01,333.0,,,
1964-10-01,323.0,,,
1964-11-01,336.0,,,
1964-12-01,330.0,,,
1965-01-01,329.0,,,
1965-02-01,325.0,,,
1965-03-01,335.0,,,
1965-04-01,335.0,,,
1965-05-01,313.0,,,
1965-06-01,321.0,,,
1965-07-01,325.0,,,
1965-08-01,313.0,,,
1965-09-01,315.0,,,
1965-10-01,306.0,,,
1965-11-01,305.0,,,
1965-12-01,314.0,,,
1966-01-01,308.0,,,
1966-02-01,297.0,,,
1966-03-01,309.0,,,
1966-04-01,302.0,,,
1966-05-01,283.0,,,
1966-06-01,288.0,,,
1966-07-01,286.0,,,
1966-08-01,289.0,,,
1966-09-01,288.0,,,
1966-10-01,283.0,,,
1966-11-01,269.0,,,
1966-12-01,272.0,,,
1967-01-01,271.0,,,
1967-02-01,272.0,,,
1967-03-01,270.0,,,
1967-04-01,274.0,,,
1967-05-01,273.0,,,
1967-06-01,273.0,,,
1967-07-01,261.0,,,
1967-08-01,266.0,,,
1967-09-01,261.0,,,
1967-10-01,253.0,,,
1967-11-01,260.0,,,
1967-12-01,244.0,,,
1968-01-01,247.0,,,
1968-02-01,249.0,,,
1968-03-01,250.0,,,
1968-04-01,242.0,,,
1968-05-01,239.0,,,
1968-06-01,238.0,,,
1968-07-01,241.0,,,
1968-08-01,234.0,,,
1968-09-01,233.0,,,
1968-10-01,233.0,,,
1968-11-01,232.0,,,
1968-12-01,233.0,,,
1969-01-01,232.0,,,
1969-02-01,228.0,,,
1969-03-01,231.0,,,
1969-04-01,218.0,,,
1969-05-01,220.0,,,
1969-06-01,221.0,,,
1969-07-01,223.0,,,
1969-08-01,223.0,,,
1969-09-01,218.0,,,
1969-10-01,215.0,,,
1969-11-01,209.0,,,
1969-12-01,205.0,,,
1970-01-01,214.0,,,
1970-02-01,207.0,,,
1970-03-01,199.0,,,
1970-04-01,200.0,,,
1970-05-01,203.0,,,
1970-06-01,206.0,,,
1970-07-01,195.0,,,
1970-08-01,192.0,,,
1970-09-01,197.0,,,
1970-10-01,193.0,,,
1970-11-01,185.0,,,
1970-12-01,189.0,,,
1971-01-01,193.0,,,
1971-02-01,185.0,,,
1971-03-01,187.0,,,
1971-04-01,186.0,,,
1971-05-01,182.0,,,
1971-06-01,179.0,,,
1971-07-01,179.0,,,
1971-08-01,174.0,,,
1971-09-01,166.0,,,
1971-10-01,177.0,,,
1971-11-01,169.0,,,
1971-12-01,172.0,,,
1972-01-01,166.0,,,
1972-02-01,165.0,,,
1972-03-01,166.0,,,
1972-04-01,165.0,,,
1972-05-01,164.0,,,
1972-06-01,156.0,,,
1972-07-01,156.0,,,
1972-08-01,155.0,,,
1972-09-01,157.0,,,
1972-10-01,154.0,,,
1972-11-01,159.0,,,
1972-12-01,155.0,,,
1973-01-01,151.0,,,
1973-02-01,153.0,,,
1973-03-01,151.0,,,
1973-04-01,145.0,,,
1973-05-01,147.0,,,
1973-06-01,148.0,,,
1973-07-01,140.0,,,
1973-08-01,140.0,,,
1973-09-01,138.0,,,
1973-10-01,143.0,,,
1973-11-01,137.0,,,
1973-12-01,136.0,,,
1974-01-01,134.0,,,
1974-02-01,131.0,,,
1974-03-01,131.0,,,
1974-04-01,128.0,,,
1974-05-01,132.0,,,
1974-06-01,126.0,,,
1974-07-01,127.0,,,
1974-08-01,122.0,,,
1974-09-01,124.0,,,
1974-10-01,118.0,,,
1974-11-01,118.0,,,
1974-12-01,121.0,,,
1975-01-01,120.0,,,
1975-02-01,116.0,,,
1975-03-01,113.0,,,
1975-04-01,115.0,,,
1975-05-01,115.0,,,
1975-06-01,110.0,,,
1975-07-01,108.0,,,
1975-08-01,111.0,,,
1975-09-01,106.0,,,
1975-10-01,106.0,,,
1975-11-01,106.0,,,
1975-12-01,103.0,,,
1976-01-01,102.0,,,
1976-02-01,101.0,,,
1976-03-01,100.0,,,
1976-04-01,96.0,,,
1976-05-01,98.0,,,
1976-06-01,99.0,,,
1976-07-01,98.0,,,
1976-08-01,92.0,,,
1976-09-01,97.0,,,
1976-10-01,94.0,,,
1976-11-01,87.0,,,
1976-12-01,89.0,,,
1977-01-01,89.0,,,
1977-02-01,89.0,,,
1977-03-01,84.0,,,
1977-04-01,84.0,,,
1977-05-01,87.0,,,
1977-06-01,83.0,,,
1977-07-01,81.0,,,
1977-08-01,82.0,,,
1977-09-01,81.0,,,
1977-10-01,79.0,,,
1977-11-01,80.0,,,
1977-12-01,77.0,,,
1978-01-01,76.0,,,
1978-02-01,72.0,,,
1978-03-01,75.0,,,
1978-04-01,72.0,,,
1978-05-01,70.0,,,
1978-06-01,71.0,,,
1978-07-01,69.0,,,
1978-08-01,69.0,,,
1978-09-01,68.0,,,
1978-10-01,65.0,,,
1978-11-01,65.0,,,
1978-12-01,61.0,,,
1979-01-01,63.0,,,
1979-02-01,61.0,,,
1979-03-01,61.0,,,
1979-04-01,62.0,,,
1979-05-01,59.0,,,
1979-06-01,59.0,,,
1979-07-01,59.0,,,
1979-08-01,57.0,,,
